	Peak-level_FC	Interval-level_FC	Perm-scaled_FC	Average_Height_Parent	Peak_count	FC_centered
chr1-0	1.4288380183688967	1.0982506496533173	1.327604145300845	61.90649033244926	66	1.3491776607604367
chr1-1000000	1.0046246220042385	0.8828083386969053	0.9524442161453247	59.86812883026058	332	0.9679213974226953
chr1-2000000	1.2302319545386033	0.9862742184565229	1.1207666373914	43.94834542275768	183	1.1389790514335985
chr1-3000000	1.2448847319589929	1.077831799294697	1.1282501833420933	36.67793057667095	242	1.1465842047134276
chr1-5000000	1.1356124633716156	1.0869588261919558	0.9893016044132925	31.404598161052576	35	1.0053777168091096
chr1-6000000	1.1828934919548273	0.9053765058321033	1.032889769659038	44.04804887511751	279	1.0496741880360565
chr1-7000000	1.0424153368319846	0.9687838483583638	0.8701551029376137	38.712251595734934	189	0.8842950893423814
chr1-8000000	1.0687398961102144	0.9705645518918614	0.9044168166589791	66.81398541628427	193	0.9191135545722867
chr1-9000000	1.2188150635262494	1.0469804092092185	1.0547018730277264	61.70206003138554	215	1.0718407372317607
chr1-10000000	1.2592985424170253	0.9896067720111412	1.1070077864381886	41.38422083988773	207	1.1249966196902879
chr1-11000000	1.1525020950604599	0.9964088769843317	0.9728164671032499	43.98283924914552	207	0.9886246966622511
chr1-12000000	1.4157691403948027	1.2267169558357542	1.1885826959488006	47.38151833883173	166	1.207897118291346
chr1-13000000	1.0368317700969392	0.7906802773402336	0.8315298390623207	70.21125742945922	8	0.8450421664391365
chr1-14000000	1.1287579060030453	0.9749598824001087	0.9351458091485564	44.056455911790515	65	0.950341891988496
chr1-15000000	1.2076847364567345	1.0899295851252702	1.0417268845612497	57.16783872264852	229	1.0586549057099497
chr1-16000000	1.2303874635283596	1.0245018108420965	1.0831418668692254	64.31775444816782	237	1.1007428798613468
chr1-17000000	1.1930059268596307	1.0842126628954738	1.0236864716055876	39.68736896779063	238	1.0403213367490325
chr1-18000000	1.2400808341175324	1.028414860854983	1.0332493757704126	28.91089369715247	155	1.0500396377326824
chr1-19000000	1.2112963285230613	1.017128376045647	1.0032890413681008	47.34572291873706	188	1.0195924490676067
chr1-20000000	1.358860336299755	0.9899320413060166	1.1168695969845717	43.71658458443947	166	1.1350186842725107
chr1-21000000	1.2196796217393933	1.0528140211879597	1.0617133197633086	43.21138687242528	236	1.0789661197026894
chr1-22000000	1.1175867151807362	0.9203680770855287	0.9370200777032899	28.70330426610248	266	0.952246617333971
chr1-23000000	1.1317633583738747	1.0174922665965396	0.957400102468387	74.84591040027765	196	0.9729578167047613
chr1-24000000	1.3624904247231713	1.025818090648814	1.114735377504714	48.99131674292275	238	1.1328497838095408
chr1-25000000	1.4394434531652491	1.0827098871592786	1.1855226788903142	41.0846350554721	198	1.204787376075288
chr1-26000000	1.2353195473120722	0.9832439709109305	1.040216580483462	63.1120204060067	240	1.057120059249942
chr1-27000000	1.16472043867741	1.0104670001748401	1.0177601024453042	65.47213353465956	222	1.034298664321581
chr1-28000000	1.065536656696451	0.9385958192739664	0.8895415313439893	70.01923714880158	162	0.9039965464524649
chr1-29000000	1.2273413890970588	0.998999986903796	1.0463833533895361	34.91022808233579	163	1.0633870419746552
chr1-30000000	1.3963461191683613	1.090187495290151	1.1800151511038899	27.29778900950816	188	1.1991903511776465
chr1-31000000	1.2783149654855743	1.088111623585883	1.0887593277651697	47.72238200091308	234	1.1064516242772402
chr1-32000000	1.226681499132696	1.0088600935003416	1.0587248547398331	76.07001211489109	201	1.075929092239414
chr1-33000000	1.3308606582884213	1.0520588667701882	1.105924394750599	55.58596051984334	141	1.1238956229301291
chr1-34000000	1.0756167934255498	0.9602577345850836	0.940818615829063	33.62919649145892	39	0.9561068815557873
chr1-35000000	1.1730747494709899	1.01745795163984	0.9732442551466173	64.07760917663325	105	0.9890594362445992
chr1-36000000	1.1846989918611146	1.0107371622148236	0.994256145264119	53.89759011141474	220	1.0104127687550686
chr1-37000000	1.1562215004325418	0.9851892067928515	0.9693997833664194	51.34088710327598	170	0.9851524919482695
chr1-38000000	1.3431651662027153	1.0061012204898105	1.1029884178649567	42.931038122606715	124	1.1209119365348748
chr1-39000000	1.1522543118566004	0.9784856227868736	0.9744268865689812	51.34051841918124	185	0.9902612853813426
chr1-40000000	1.3694047432281415	0.9968619980009203	1.1293439525473286	50.966203498156496	162	1.147695747625488
chr1-41000000	1.1553234835111352	0.9901317154216688	0.9851737126716604	43.37709798698427	214	1.0011827469880523
chr1-42000000	1.2278742190487422	1.0575317690110415	1.0599376079349463	70.05506535185825	124	1.0771615526265361
chr1-43000000	1.1847104713246697	0.9876753654481013	0.9914451160926239	50.06158559102042	206	1.0075560604694314
chr1-44000000	1.2927939190797355	1.0518534419490626	1.0905714509585114	62.14326942367279	186	1.1082931944016303
chr1-45000000	1.380068084092342	1.010002012797704	1.1304831555741024	74.74891159104507	103	1.148853462656911
chr1-46000000	1.2014781485120818	1.022208114469013	0.9846556921558405	47.72112664932239	191	1.0006563086591018
chr1-47000000	1.4038097641225127	1.09931168518985	1.1247012793080953	34.8667988691451	135	1.1429776311276185
chr1-48000000	0.6470186960969329	0.33626681710070566	0.4779202555699875	52.08138425217267	5	0.48568644103911673
chr1-50000000	1.1226937061602618	0.9962109791244557	0.9588725638610925	42.30483749068204	52	0.9744542055375337
chr1-51000000	1.2121464311372991	1.0301521125170146	0.9962916213876453	52.983008404949665	132	1.0124813212860269
chr1-52000000	1.01226730679472	0.9146051747880714	0.8424915307469598	61.95049748596646	89	0.8561819851851131
chr1-53000000	1.088334106506853	0.9503170387588261	0.9097449849340704	37.1851237598111	249	0.924528305373548
chr1-54000000	1.2033821259989679	0.9696864646130757	0.991682532821121	37.36846536319911	246	1.007797335210485
chr1-55000000	1.1657303142133306	0.9855941228393144	0.9567059103208249	44.19240973682571	126	0.97225234396194
chr1-56000000	1.6025210793521647	1.0500753135688108	1.2473716179139893	31.805784553559754	78	1.2676413579401666
chr1-57000000	1.1927779673583385	0.9569177040176723	0.9561774293038823	35.54547531066218	31	0.9717152751491327
chr1-58000000	1.2203177078758427	1.1017793071490232	0.9928791658363297	78.48537133404567	88	1.0090134134654094
chr1-59000000	1.1037485000087697	1.0889763788161584	0.9117220620031558	44.91031709569507	96	0.9265375098677139
chr1-60000000	1.3339816159244133	1.1170082476747212	1.0642390260346295	54.60772722457688	20	1.081532868602179
chr1-61000000	1.5200602966469783	1.1163787473386626	1.1955343863408172	46.41306444771146	66	1.2149617733804625
chr1-62000000	1.1700587763384636	1.0383936840098	0.9463363594380793	37.485940739403496	83	0.9617142882827385
chr1-63000000	1.33479433351908	1.136807344879216	1.084007719966374	45.37497332976685	98	1.1016228030374742
chr1-64000000	1.311656652378165	1.0520685861827168	1.0579336955770762	48.88625599979078	113	1.075125076771192
chr1-65000000	1.1234261689286063	0.953503904475757	0.9260225080105036	44.246412885983595	99	0.9410703375636174
chr1-66000000	1.2991212526150906	1.0988661730828169	1.0819713199462269	52.0772690035183	102	1.099553311596611
chr1-67000000	1.203585105783634	1.0434454601281342	0.9920934560402984	54.60715294576398	137	1.0082149359159094
chr1-68000000	1.4602982934089963	1.0899781076216384	1.1026462114865754	41.727143686114786	61	1.120564169316223
chr1-69000000	0.6671673914511443	0.5671305707922069	0.5563423571381356	29.206066768613734	8	0.5653828986919024
chr1-70000000	1.31425915929559	1.0927894084584377	1.0921934481429805	57.60241138086706	42	1.1099415489769364
chr1-71000000	0.9704490685997512	0.8809498941229628	0.7624494258823156	29.31038559412923	36	0.7748391992455959
chr1-72000000	1.0121417453449157	1.0546969863238596	0.8247621092567582	40.36050459418181	32	0.8381644612888123
