	Peak-level_FC	Interval-level_FC	Perm-scaled_FC	Average_Height_Parent	Peak_count	FC_centered
chr1-0	1.7688012708300187	1.2546647360768293	1.2528234715969684	61.90649033244926	66	1.283574850150547
chr1-1000000	1.7033011856079454	1.1307627477570728	1.1203837461182131	59.86812883026058	332	1.1478843042441238
chr1-2000000	1.779185333835501	1.1666333003387312	1.0822193132323008	43.94834542275768	183	1.1087831001773034
chr1-3000000	1.8384729715104442	1.3207142997704953	1.181857736109301	36.67793057667095	242	1.2108672138717549
chr1-5000000	1.5503663805125583	1.1727879853373646	0.9439329244184098	31.404598161052576	35	0.967102380727347
chr1-6000000	1.6102202943264212	1.134257161011588	1.0828743280932307	44.04804887511751	279	1.109454192810085
chr1-7000000	1.4102378105677107	1.0643220927812755	0.9144417850091845	38.712251595734934	189	0.9368873618470631
chr1-8000000	1.0248799472166632	0.9406231791870667	0.8943321004787105	66.81398541628427	193	0.9162840718441426
chr1-9000000	1.4190140658309096	1.0395273790590882	1.0514639765055511	61.70206003138554	215	1.0772728534223903
chr1-10000000	1.6088648294348726	1.066254734269959	1.11170002547948	41.38422083988773	207	1.1389874359539702
chr1-11000000	1.4749564286502237	1.156964308271468	1.0090266536502333	43.98283924914552	207	1.033793878483191
chr1-12000000	1.5881996391870121	1.3516310436786894	1.1921933146533326	47.38151833883173	166	1.2214564860091643
chr1-13000000	2.0076849495370235	0.9570858182466698	1.4345012212630102	70.21125742945922	8	1.4697120000285127
chr1-14000000	1.138091024023053	0.8954431459084324	0.8671740677718137	44.056455911790515	65	0.8884594273092636
chr1-15000000	1.3014799458819077	1.0966757491676071	0.9509388839896916	57.16783872264852	229	0.9742803061978891
chr1-16000000	1.7198380414459051	1.1229963576463902	1.226538644008991	64.31775444816782	237	1.2566448441302536
chr1-17000000	1.496344112938202	1.1493245330579582	1.0202197579622745	39.68736896779063	238	1.0452617249242655
chr1-18000000	1.567992360831004	1.109289850061487	1.004400035560496	28.91089369715247	155	1.0290536970004254
chr1-19000000	1.4856839484429532	1.1166612830917446	1.1099789775379063	47.34572291873706	188	1.1372241437553563
chr1-20000000	1.4856699779120153	1.0173492447371046	1.0582851934374575	43.71658458443947	166	1.0842615016236052
chr1-21000000	1.3877847401841292	1.0380655512442378	0.9825526849617368	43.21138687242528	236	1.006670088769297
chr1-22000000	1.528930017799433	1.0400197843817942	0.9908423951847394	28.70330426610248	266	1.015163275398151
chr1-23000000	1.2142720824063589	1.0400493215336588	0.9625884367729051	74.84591040027765	196	0.9862158049389635
chr1-24000000	1.5181087803033946	1.0438979551278376	1.1374348882068903	48.99131674292275	238	1.1653539778634017
chr1-25000000	1.7371454899531558	1.1202367578067833	1.2272510907138958	41.0846350554721	198	1.2573747783095062
chr1-26000000	1.5932373699747635	1.0905634241818867	1.1632997746060043	63.1120204060067	240	1.1918537349613305
chr1-27000000	1.4737447423563361	1.0896240812770763	1.0600992347336695	65.47213353465956	222	1.0861200697600915
chr1-28000000	1.1681532736754434	0.9290541117605357	0.9560065367570455	70.01923714880158	162	0.9794723478453686
chr1-29000000	1.5120721163745154	1.1061899668948632	1.0928715072620152	34.91022808233579	163	1.1196967593363518
chr1-30000000	1.6717487298698364	1.2061772338085346	1.1339516740591087	27.29778900950816	188	1.1617852659266097
chr1-31000000	1.4560678788603123	1.085805269530172	1.0833176317811792	47.72238200091308	234	1.1099083776794858
chr1-32000000	1.3911224724385947	1.081986954917382	1.0852718479529915	76.07001211489109	201	1.1119105613763622
chr1-33000000	1.6233501031734996	1.1273449240793652	1.2394023917047516	55.58596051984334	141	1.2698243409989651
chr1-34000000	1.4526886439110145	1.21601944602853	1.0026579183529292	33.62919649145892	39	1.0272688183767857
chr1-35000000	1.3808105095336058	1.036923630004541	1.0571029656082733	64.07760917663325	105	1.0830502552324799
chr1-36000000	1.4855961323284252	1.0937583808740574	1.026710827828707	53.89759011141474	220	1.0519121223824983
chr1-37000000	1.2963598724589598	1.0291650700929933	0.9243211523881416	51.34088710327598	170	0.9470092248154052
chr1-38000000	1.4818973853386717	1.064767645331819	1.0336426983518325	42.931038122606715	124	1.0590141402403233
chr1-39000000	1.2389687242789356	0.9996840054080839	0.9688642624735899	51.34051841918124	185	0.9926456749214114
chr1-40000000	1.5305148045300614	1.0192679209716102	1.1626932380761854	50.966203498156496	162	1.1912323105922764
chr1-41000000	1.31213777293542	1.0045104495722406	0.9407821353198615	43.37709798698427	214	0.963874253431911
chr1-42000000	1.2483789515801353	1.1191203155446718	1.0355521883935634	70.05506535185825	124	1.0609704999747513
chr1-43000000	1.3204432893033586	1.0303567890833076	0.9344234309876852	50.06158559102042	206	0.9573594705072896
chr1-44000000	1.502678867517172	1.084106480928818	1.1029326995547426	62.14326942367279	186	1.1300049102309162
chr1-45000000	1.3093226871438424	0.9690778848917105	1.155932421331153	74.74891159104507	103	1.1843055451403661
chr1-46000000	1.3834732487670987	1.0594874272144215	1.006955173097097	47.72112664932239	191	1.031671552073396
chr1-47000000	1.3981735761822804	1.0890224298765665	0.909600468207715	34.8667988691451	135	0.9319272117310564
chr1-48000000	1.470697285916768	1.2471877193233358	0.9923078148393586	52.08138425217267	5	1.0166646647448783
chr1-50000000	1.0580689551203686	0.9648525184569453	0.8937638799710241	42.30483749068204	52	0.9157019039892602
chr1-51000000	1.1715440470565999	0.9510605095276333	1.0094881929286068	52.983008404949665	132	1.0342667465476134
chr1-52000000	1.1380947940837915	1.0066682448168882	0.9306295328481947	61.95049748596646	89	0.9534724486352651
chr1-53000000	1.3779967833070397	1.0173112773911954	0.9574388226996788	37.1851237598111	249	0.9809397901912921
chr1-54000000	1.494328079389448	1.0949978095636999	1.0282814918755505	37.36846536319911	246	1.053521339414483
chr1-55000000	1.223043838594893	0.9552295215479764	1.032888185538864	44.19240973682571	126	1.058241107412635
chr1-56000000	1.2247252029316609	0.890949581812888	1.0315439788588558	31.805784553559754	78	1.0568639062929406
chr1-57000000	1.2426581958395941	0.9685923230463847	1.0300634236634876	35.54547531066218	31	1.0553470098936322
chr1-58000000	1.2288818756621085	1.0338733101279116	1.0179073290743013	78.48537133404567	88	1.0428925359438097
chr1-59000000	0.9563397947952154	0.9334423111282047	0.8636205239040365	44.91031709569507	96	0.884818659363105
chr1-60000000	1.097760557319568	1.053764009355114	1.0092959556424426	54.60772722457688	20	1.0340697906704481
chr1-61000000	1.4841472506280726	1.1529769720812038	1.4002495872446	46.41306444771146	66	1.4346196370585318
chr1-62000000	0.9533848348981495	0.9342276564729091	0.8154259477923947	37.485940739403496	83	0.8354411155885496
chr1-63000000	1.0944939634169293	0.9307474197769029	0.9058262242900927	45.37497332976685	98	0.9280603265067412
chr1-64000000	1.5216334596658592	0.979877159703295	1.3274057079832453	48.88625599979078	113	1.3599877567281824
chr1-65000000	0.9825629695941513	0.8946847231958285	0.8932894171828089	44.246412885983595	99	0.9152157951989218
chr1-66000000	0.9437073083183943	0.9221700412461051	0.9338885912679228	52.0772690035183	102	0.9568115027937908
chr1-67000000	1.0719923210815188	0.9462908665259154	0.9327441742705311	54.60715294576398	137	0.9556389953262668
chr1-68000000	1.0957633936262052	0.9841358886748778	0.960513509168914	41.727143686114786	61	0.9840899468681763
chr1-69000000	1.0100277712378574	0.6994511205649474	0.8887172171153437	29.206066768613734	8	0.9105313674646824
chr1-70000000	1.1894340116720936	1.013355828289694	1.066597711584629	57.60241138086706	42	1.0927780560121727
chr1-71000000	0.8246096083705456	0.7591741853828768	0.7985281286228825	29.31038559412923	36	0.8181285283006293
chr1-72000000	0.7503085641106213	0.7512491596851887	0.6872085159723416	40.36050459418181	32	0.7040765023239788
chr1-74000000	0.6464616497982553	0.7490295496928797	0.6428817227438479	92.78437184394153	12	0.6586616787148777
chr1-75000000	0.9973060154537364	0.9114089861173703	0.8625621386156397	53.500836948649855	22	0.8837342953096251
chr1-76000000	1.4542364384958344	1.2533913785864728	1.3019708643633425	35.769831566958004	24	1.3339285980931646
chr1-77000000	0.9316484117471342	0.9659602108590712	0.8784480985654625	56.072875588480706	85	0.900010186625821
chr1-78000000	1.169393476490411	0.8940785217443477	1.142333961128951	43.683122586527716	85	1.1703733017620788
chr1-79000000	0.9856376724455254	0.7733884322350434	0.9910197682186161	40.91814145400411	35	1.0153450021701511
chr1-80000000	0.6121032441712906	0.658660013394389	0.5874977556557605	20.244322823226895	21	0.6019182756197734
