	Peak-level_FC	Interval-level_FC	Perm-scaled_FC	Average_Height_Parent	Peak_count	FC_centered
chr1-0	1.019228821127541	0.9267080957631137	0.9189165386811676	61.90649033244926	66	0.9337596858447975
chr1-1000000	1.1020334364301538	0.9068610708415132	0.9949413662310096	59.86812883026058	332	1.0110125331939472
chr1-2000000	1.2355661579186425	1.0053301676597142	1.1128503906814062	43.94834542275768	183	1.1308261277855551
chr1-3000000	1.1981979295335474	1.055831019668408	1.065044545663131	36.67793057667095	242	1.082248080763052
chr1-5000000	0.9119984591225377	1.0126547960757253	0.7777538465463796	31.404598161052576	35	0.7903168099009575
chr1-6000000	1.2592940095336027	0.9970235275340275	1.0854213271285285	44.04804887511751	279	1.102954005902853
chr1-7000000	1.1761506198047786	0.9472758513153412	0.998327766739682	38.712251595734934	189	1.014453633818451
chr1-8000000	1.2939924886337253	1.03483122005195	1.079028158854594	66.81398541628427	193	1.0964575695588195
chr1-9000000	1.235989683813081	1.0398430707643236	1.068012519441035	61.70206003138554	215	1.085263995860661
chr1-10000000	1.4901657716771248	1.0979132126955142	1.2896395192121861	41.38422083988773	207	1.3104709096224323
chr1-11000000	1.2302632604168384	1.0661945670928912	1.0544224709529118	43.98283924914552	207	1.071454428971052
chr1-12000000	1.141760961156165	1.0116503812525204	0.9697672155832187	47.38151833883173	166	0.9854317475504245
chr1-13000000	0.7835153745854097	0.8775900650512635	0.6616099172280192	70.21125742945922	8	0.672296821808523
chr1-14000000	1.288189291000052	1.1029174853380275	1.0673625318097657	44.056455911790515	65	1.0846035090581836
chr1-15000000	1.1601541543691807	1.0125140383344695	0.9890549198666976	57.16783872264852	229	1.005031003776955
chr1-16000000	1.1522256450368724	1.0075892620366995	1.007421760461504	64.31775444816782	237	1.023694521715572
chr1-17000000	1.2103797785166606	1.0747757553462194	1.0535342642129417	39.68736896779063	238	1.0705518751355645
chr1-18000000	1.284044285271761	0.9898984748395812	1.111307695169849	28.91089369715247	155	1.1292585133008999
chr1-19000000	1.303647614139865	1.054018502739313	1.093453780874682	47.34572291873706	188	1.1111162068980989
chr1-20000000	1.3828084338089066	1.0694327378175936	1.1448260409316655	43.71658458443947	166	1.1633182768279664
chr1-21000000	1.2773831315682136	1.068425048168115	1.0913242111670767	43.21138687242528	236	1.1089522385098358
chr1-22000000	1.4010524972085323	1.0479774373310762	1.1700430547843734	28.70330426610248	266	1.1889426180405456
chr1-23000000	1.1724791620032176	1.032440173473541	0.9964492050572759	74.84591040027765	196	1.0125447279575106
chr1-24000000	1.455364803196668	1.0766754090911288	1.1798258718943107	48.99131674292275	238	1.19888345580625
chr1-25000000	1.4545718982503855	1.104830763563625	1.2051993635852352	41.0846350554721	198	1.2246668024245482
chr1-26000000	1.4167368914749845	1.0712667498706436	1.1839579896707133	63.1120204060067	240	1.2030823191788746
chr1-27000000	1.2472425326544347	1.0728141664488593	1.074642867419774	65.47213353465956	222	1.092001443044444
chr1-28000000	1.332146911113876	1.0803543508294973	1.0928253666179013	70.01923714880158	162	1.1104776419422062
chr1-29000000	1.1067005892994835	1.0037541514019772	0.9420965064098303	34.91022808233579	163	0.9573140767748737
chr1-30000000	1.4190259816199868	1.1251218136475214	1.173627872225063	27.29778900950816	188	1.1925853406016538
chr1-31000000	1.4903058914926246	1.1482923844949349	1.254919860730353	47.72238200091308	234	1.275190428716991
chr1-32000000	1.258630633893958	1.0299478922468641	1.0923626964508037	76.07001211489109	201	1.110007498320133
chr1-33000000	1.4003354674890915	1.1155337813229007	1.1772327761005783	55.58596051984334	141	1.196248474051328
chr1-34000000	1.0616990346700235	1.0612220783812347	0.9339019551338498	33.62919649145892	39	0.948987159908103
chr1-35000000	1.3287161318974792	1.100633924207594	1.0912889724945554	64.07760917663325	105	1.1089164306313202
chr1-36000000	1.2878783416895363	1.0083028563293328	1.0610039607415478	53.89759011141474	220	1.0781422287643254
chr1-37000000	1.1886232840469322	0.9998251587883074	0.9889084080884193	51.34088710327598	170	1.0048821254117293
chr1-38000000	1.2942459356028477	1.1062258046468585	1.0848023147657886	42.931038122606715	124	1.102324994708653
chr1-39000000	1.3159886218223236	1.0784009073782916	1.1051012193246865	51.34051841918124	185	1.1229517850057495
chr1-40000000	1.5526480380743868	1.1091046087664993	1.2657988047045596	50.966203498156496	162	1.2862450989509793
chr1-41000000	1.3218275984750667	1.0853115673703835	1.1220277379541392	43.37709798698427	214	1.140151715633364
chr1-42000000	1.0889303137002948	0.9840881515303234	0.9263084581251103	70.05506535185825	124	0.9412710060650997
chr1-43000000	1.2787979723356262	1.149253019062904	1.0724540619739287	50.06158559102042	206	1.0897772820902605
chr1-44000000	1.2938011882585974	1.0365860973166106	1.0896841357410796	62.14326942367279	186	1.1072856711448185
chr1-45000000	1.4793478441689227	1.0904467247126082	1.2042938739228533	74.74891159104507	103	1.2237466864977036
chr1-46000000	1.17598704920064	0.9664453468912116	0.9782322996189019	47.72112664932239	191	0.9940335670596846
chr1-47000000	1.1412673551736288	0.945462842464139	0.933622776894066	34.8667988691451	135	0.9487034721361436
chr1-48000000	0.3843650283341699	0.11450403002324229	0.3404299100772642	52.08138425217267	5	0.3459288330386795
chr1-50000000	1.3786968526136634	1.0086122564525184	1.0688851982866818	42.30483749068204	52	1.0861507709816356
chr1-51000000	1.4419330786559093	1.1160539453091864	1.1546664992647584	52.983008404949665	132	1.1733176868884985
chr1-52000000	1.288492287234509	1.0831252056017258	1.0646421033240971	61.95049748596646	89	1.0818391378218286
chr1-53000000	1.3120421004845928	1.1068387367807822	1.087353856580069	37.1851237598111	249	1.1049177512677435
chr1-54000000	1.3526306732897706	1.088255025304264	1.1250253332093378	37.36846536319911	246	1.1431977306803904
chr1-55000000	1.489714753460985	1.0695739179186425	1.175950141499136	44.19240973682571	126	1.1949451212090607
